# Residuals     
# Time          	p               	sigmaxx         	sigmaxy         	sigmayy         	sigmazz         
6.455           	1.92826880e-01	4.46585710e-04	7.93577190e-04	3.22898120e-04	0.00000000e+00
6.46            	5.82597450e-02	4.46922080e-04	7.93869400e-04	3.10432610e-04	0.00000000e+00
6.465           	4.89503980e-02	4.47251240e-04	7.94151810e-04	3.11098920e-04	0.00000000e+00
6.47            	5.34432980e-02	4.47573200e-04	7.94424390e-04	3.15606240e-04	0.00000000e+00
6.475           	2.69988170e-01	4.47887960e-04	7.94687160e-04	3.21805000e-04	0.00000000e+00
6.48            	7.60657910e-02	4.48195540e-04	7.94940090e-04	3.17686800e-04	0.00000000e+00
6.485           	5.81013550e-02	4.48495960e-04	7.95183190e-04	3.15028720e-04	0.00000000e+00
6.49            	1.81605400e-01	4.48789240e-04	7.95416490e-04	3.19880700e-04	0.00000000e+00
6.495           	7.56401950e-02	4.49075380e-04	7.95639940e-04	3.29729420e-04	0.00000000e+00
6.5             	5.56158900e-02	4.49354380e-04	7.95853530e-04	3.04833030e-04	0.00000000e+00
6.505           	6.88405600e-02	4.49626290e-04	7.96057290e-04	3.15210410e-04	0.00000000e+00
6.51            	8.96642080e-02	4.49891110e-04	7.96251230e-04	3.12180190e-04	0.00000000e+00
6.515           	5.60888200e-02	4.50148870e-04	7.96435360e-04	3.02087100e-04	0.00000000e+00
6.52            	6.73510730e-02	4.50399550e-04	7.96609620e-04	3.13811910e-04	0.00000000e+00
6.525           	7.70425610e-02	4.50643210e-04	7.96774070e-04	3.16237300e-04	0.00000000e+00
6.53            	8.55521330e-02	4.50879820e-04	7.96928650e-04	3.20722870e-04	0.00000000e+00
6.535           	1.71448350e-01	4.51109420e-04	7.97073410e-04	2.97486470e-04	0.00000000e+00
6.54            	1.67588300e-01	4.51332040e-04	7.97208370e-04	3.06988490e-04	0.00000000e+00
6.545           	1.57828620e-01	4.51547650e-04	7.97333440e-04	3.16043120e-04	0.00000000e+00
6.55            	6.93388880e-02	4.51756310e-04	7.97448700e-04	3.03273530e-04	0.00000000e+00
6.555           	7.22542660e-02	4.51958020e-04	7.97554120e-04	3.37425420e-04	0.00000000e+00
6.56            	5.89344260e-02	4.52152790e-04	7.97649720e-04	3.38533120e-04	0.00000000e+00
6.565           	1.02247050e-01	4.52340660e-04	7.97735500e-04	3.25444990e-04	0.00000000e+00
6.57            	1.64987160e-01	4.52521600e-04	7.97811410e-04	3.20754370e-04	0.00000000e+00
6.575           	1.21299580e-01	4.52695670e-04	7.97877520e-04	3.21645870e-04	0.00000000e+00
6.58            	2.65680940e-01	4.52862850e-04	7.97933770e-04	3.41005200e-04	0.00000000e+00
6.585           	6.62295310e-02	4.53023190e-04	7.97980220e-04	3.39381990e-04	0.00000000e+00
6.59            	9.02105370e-02	4.53176670e-04	7.98016810e-04	3.38241360e-04	0.00000000e+00
6.595           	8.46666920e-02	4.53323350e-04	7.98043610e-04	3.34154650e-04	0.00000000e+00
6.6             	1.74202130e-01	4.53463200e-04	7.98060540e-04	3.44064940e-04	0.00000000e+00
6.605           	7.88993950e-02	4.53596260e-04	7.98067660e-04	3.26078340e-04	0.00000000e+00
6.61            	7.70497010e-02	4.53722540e-04	7.98063050e-04	3.33111270e-04	0.00000000e+00
6.615           	6.14267000e-02	4.53842070e-04	7.98047530e-04	3.44444900e-04	0.00000000e+00
6.62            	5.93469750e-02	4.53954850e-04	7.98022200e-04	3.28129830e-04	0.00000000e+00
6.625           	7.65255600e-02	4.54060900e-04	7.97987040e-04	3.24734200e-04	0.00000000e+00
6.63            	8.08397080e-02	4.54160240e-04	7.97942070e-04	3.43865850e-04	0.00000000e+00
6.635           	5.77487910e-02	4.54252900e-04	7.97887310e-04	3.33134040e-04	0.00000000e+00
6.64            	1.23906330e-01	4.54338870e-04	7.97822720e-04	3.40649810e-04	0.00000000e+00
6.645           	1.06242430e-01	4.54418150e-04	7.97748290e-04	3.29216180e-04	0.00000000e+00
6.65            	4.50023360e-02	4.54490800e-04	7.97664070e-04	3.42683960e-04	0.00000000e+00
6.655           	7.68765460e-02	4.54556840e-04	7.97570080e-04	3.36882360e-04	0.00000000e+00
6.66            	6.43358840e-02	4.54616230e-04	7.97466240e-04	3.19096580e-04	0.00000000e+00
6.665           	7.46676330e-02	4.54669050e-04	7.97352650e-04	3.48574630e-04	0.00000000e+00
6.67            	4.96864790e-02	4.54715290e-04	7.97229250e-04	3.47343620e-04	0.00000000e+00
6.675           	1.03617280e-01	4.54754950e-04	7.97095780e-04	3.54354370e-04	0.00000000e+00
6.68            	1.62702810e-01	4.54788060e-04	7.96949770e-04	3.55613330e-04	0.00000000e+00
6.685           	6.17250230e-02	4.54814630e-04	7.96793960e-04	3.35262640e-04	0.00000000e+00
6.69            	7.15720610e-02	4.54834700e-04	7.96628380e-04	3.45864820e-04	0.00000000e+00
6.695           	7.72862400e-02	4.54848280e-04	7.96453060e-04	3.40358640e-04	0.00000000e+00
6.7             	6.38817330e-02	4.54855370e-04	7.96267950e-04	3.44433380e-04	0.00000000e+00
6.705           	7.29565880e-02	4.54855990e-04	7.96073060e-04	3.44605490e-04	0.00000000e+00
6.71            	4.94837730e-02	4.54850150e-04	7.95868390e-04	3.42657420e-04	0.00000000e+00
6.715           	8.79264850e-02	4.54837890e-04	7.95653980e-04	3.40579430e-04	0.00000000e+00
6.72            	7.33672980e-02	4.54819220e-04	7.95429810e-04	3.39971640e-04	0.00000000e+00
6.725           	2.26123420e-01	4.54794170e-04	7.95195930e-04	3.30261440e-04	0.00000000e+00
6.73            	8.28029430e-02	4.54762710e-04	7.94952260e-04	3.33797580e-04	0.00000000e+00
6.735           	8.41882630e-02	4.54724900e-04	7.94698860e-04	3.27582220e-04	0.00000000e+00
6.74            	1.89727260e-01	4.54680750e-04	7.94435750e-04	3.34596220e-04	0.00000000e+00
6.745           	4.67689540e-02	4.54630250e-04	7.94162880e-04	3.38250850e-04	0.00000000e+00
6.75            	1.38379040e-01	4.54573470e-04	7.93880320e-04	3.34477660e-04	0.00000000e+00
6.755           	8.09713400e-02	4.54510370e-04	7.93588030e-04	3.34133260e-04	0.00000000e+00
6.76            	5.00886320e-02	4.54441000e-04	7.93286030e-04	3.28054150e-04	0.00000000e+00
6.765           	8.31081370e-02	4.54365370e-04	7.92974310e-04	3.41026780e-04	0.00000000e+00
6.77            	6.34208810e-02	4.54283480e-04	7.92652870e-04	3.25495980e-04	0.00000000e+00
6.775           	3.24956350e-02	4.54195380e-04	7.92321760e-04	3.15568760e-04	0.00000000e+00
6.78            	5.25628790e-02	4.54101060e-04	7.91980960e-04	3.15559320e-04	0.00000000e+00
6.785           	1.90872890e-01	4.54000560e-04	7.91630490e-04	3.21888220e-04	0.00000000e+00
6.79            	4.08017640e-02	4.53893880e-04	7.91270340e-04	3.09966460e-04	0.00000000e+00
6.795           	7.96090980e-02	4.53781070e-04	7.90900540e-04	3.05629070e-04	0.00000000e+00
6.8             	8.04176710e-02	4.53662100e-04	7.90521070e-04	3.02182690e-04	0.00000000e+00
6.805           	7.44239170e-02	4.53537010e-04	7.90131940e-04	3.30414950e-04	0.00000000e+00
6.81            	1.32607960e-01	4.53405790e-04	7.89733140e-04	3.17491780e-04	0.00000000e+00
6.815           	8.11928420e-02	4.53268510e-04	7.89324710e-04	3.19006770e-04	0.00000000e+00
6.82            	1.77325720e-01	4.53125150e-04	7.88906660e-04	3.20608320e-04	0.00000000e+00
6.825           	6.58900610e-02	4.52975740e-04	7.88478990e-04	3.27992490e-04	0.00000000e+00
6.83            	6.66653310e-02	4.52820320e-04	7.88041720e-04	3.30280150e-04	0.00000000e+00
6.835           	2.08293720e-01	4.52658850e-04	7.87594800e-04	3.14220440e-04	0.00000000e+00
6.84            	5.61947600e-02	4.52491410e-04	7.87138320e-04	3.31872790e-04	0.00000000e+00
6.845           	1.10824180e-01	4.52317970e-04	7.86672210e-04	3.19123980e-04	0.00000000e+00
6.85            	2.48599940e-01	4.52138580e-04	7.86196550e-04	3.08167000e-04	0.00000000e+00
6.855           	4.71385470e-02	4.51953220e-04	7.85711280e-04	3.11454080e-04	0.00000000e+00
6.86            	9.03861690e-02	4.51761960e-04	7.85216480e-04	3.16737740e-04	0.00000000e+00
6.865           	8.42005070e-02	4.51564790e-04	7.84712100e-04	3.15096470e-04	0.00000000e+00
6.87            	1.37007160e-01	4.51361700e-04	7.84198150e-04	3.18669740e-04	0.00000000e+00
6.875           	2.14556770e-01	4.51152760e-04	7.83674700e-04	3.18563290e-04	0.00000000e+00
6.88            	7.42727120e-02	4.50937950e-04	7.83141680e-04	3.20390990e-04	0.00000000e+00
6.885           	6.96811010e-02	4.50717300e-04	7.82599140e-04	3.12948960e-04	0.00000000e+00
6.89            	8.21969140e-02	4.50490850e-04	7.82047130e-04	3.12733610e-04	0.00000000e+00
6.895           	1.04445910e-01	4.50258590e-04	7.81485600e-04	3.15274710e-04	0.00000000e+00
6.9             	6.91752280e-02	4.50020550e-04	7.80914570e-04	3.21999500e-04	0.00000000e+00
6.905           	2.73172950e-01	4.49776730e-04	7.80334050e-04	3.28874420e-04	0.00000000e+00
6.91            	7.57112940e-02	4.49527150e-04	7.79744040e-04	3.22267160e-04	0.00000000e+00
6.915           	8.15908060e-02	4.49271860e-04	7.79144580e-04	3.34345870e-04	0.00000000e+00
6.92            	6.15447320e-02	4.49010850e-04	7.78535670e-04	3.29595620e-04	0.00000000e+00
6.925           	7.88113330e-02	4.48744150e-04	7.77917320e-04	3.25406430e-04	0.00000000e+00
6.93            	1.64564570e-01	4.48471790e-04	7.77289570e-04	3.24419680e-04	0.00000000e+00
6.935           	2.71509290e-01	4.48193740e-04	7.76652350e-04	3.25092520e-04	0.00000000e+00
6.94            	6.29917920e-02	4.47910080e-04	7.76005760e-04	3.05762200e-04	0.00000000e+00
6.945           	2.48959900e-01	4.47620790e-04	7.75349760e-04	3.08358800e-04	0.00000000e+00
6.95            	8.60150860e-02	4.47325880e-04	7.74684340e-04	3.12847750e-04	0.00000000e+00
6.955           	6.70610010e-02	4.47025390e-04	7.74009560e-04	3.22304170e-04	0.00000000e+00
6.96            	5.46544470e-02	4.46719340e-04	7.73325420e-04	3.14806440e-04	0.00000000e+00
6.965           	6.05964280e-02	4.46407750e-04	7.72631940e-04	2.98561210e-04	0.00000000e+00
6.97            	4.90739970e-02	4.46090620e-04	7.71929110e-04	3.15648810e-04	0.00000000e+00
6.975           	2.27576620e-01	4.45767990e-04	7.71216980e-04	3.17511560e-04	0.00000000e+00
6.98            	9.60818160e-02	4.45439850e-04	7.70495490e-04	3.05762260e-04	0.00000000e+00
6.985           	1.00711460e-01	4.45106260e-04	7.69764740e-04	3.19782220e-04	0.00000000e+00
6.99            	4.82371850e-02	4.44767190e-04	7.69024680e-04	3.08751400e-04	0.00000000e+00
6.995           	6.91546920e-02	4.44422690e-04	7.68275340e-04	3.29014080e-04	0.00000000e+00
7               	4.83313620e-02	4.44072770e-04	7.67516730e-04	3.06592480e-04	0.00000000e+00
7.005           	6.30060000e-02	4.43717430e-04	7.66748840e-04	3.08137780e-04	0.00000000e+00
7.01            	7.43913750e-02	4.43356740e-04	7.65971760e-04	3.01757430e-04	0.00000000e+00
7.015           	5.01342800e-02	4.42990670e-04	7.65185440e-04	3.01006940e-04	0.00000000e+00
7.02            	7.27246610e-02	4.42619250e-04	7.64389900e-04	3.22729130e-04	0.00000000e+00
7.025           	2.21453000e-01	4.42242510e-04	7.63585170e-04	3.11617710e-04	0.00000000e+00
7.03            	1.94604960e-01	4.41860440e-04	7.62771220e-04	3.06045300e-04	0.00000000e+00
7.035           	6.42573730e-02	4.41473100e-04	7.61948140e-04	3.07256270e-04	0.00000000e+00
7.04            	6.47357820e-02	4.41080490e-04	7.61115900e-04	3.12513630e-04	0.00000000e+00
7.045           	5.76982570e-02	4.40682610e-04	7.60274490e-04	2.96871550e-04	0.00000000e+00
7.05            	1.80141380e-01	4.40279510e-04	7.59423990e-04	3.22238000e-04	0.00000000e+00
7.055           	6.47312540e-02	4.39871200e-04	7.58564360e-04	3.11856420e-04	0.00000000e+00
7.06            	5.65905300e-02	4.39457660e-04	7.57695610e-04	3.02521280e-04	0.00000000e+00
7.065           	1.15667990e-01	4.39038980e-04	7.56817810e-04	3.08898590e-04	0.00000000e+00
7.07            	3.03465270e-01	4.38615110e-04	7.55930910e-04	3.10158120e-04	0.00000000e+00
7.075           	1.01741900e-01	4.38186100e-04	7.55034970e-04	2.99006540e-04	0.00000000e+00
7.08            	1.45019070e-01	4.37751990e-04	7.54130030e-04	3.11205940e-04	0.00000000e+00
7.085           	6.44750520e-02	4.37312770e-04	7.53216040e-04	2.81855640e-04	0.00000000e+00
7.09            	2.01174190e-01	4.36868460e-04	7.52293050e-04	2.98483670e-04	0.00000000e+00
7.095           	7.05405840e-02	4.36419080e-04	7.51361060e-04	3.15363510e-04	0.00000000e+00
7.1             	1.22605640e-01	4.35964640e-04	7.50420070e-04	3.11933180e-04	0.00000000e+00
7.105           	7.00533210e-02	4.35505190e-04	7.49470170e-04	3.09350520e-04	0.00000000e+00
7.11            	2.07554460e-01	4.35040720e-04	7.48511320e-04	3.12850500e-04	0.00000000e+00
7.115           	5.92905740e-02	4.34571250e-04	7.47543510e-04	3.24310920e-04	0.00000000e+00
7.12            	6.51873300e-02	4.34096820e-04	7.46566830e-04	3.22995200e-04	0.00000000e+00
7.125           	1.30584370e-01	4.33617420e-04	7.45581230e-04	3.22261750e-04	0.00000000e+00
7.13            	8.96343730e-02	4.33133090e-04	7.44586770e-04	3.25493910e-04	0.00000000e+00
7.135           	6.35437620e-02	4.32643840e-04	7.43583450e-04	3.12901390e-04	0.00000000e+00
7.14            	6.03297020e-02	4.32149700e-04	7.42571300e-04	3.23526100e-04	0.00000000e+00
7.145           	2.08324260e-01	4.31650690e-04	7.41550360e-04	3.10294110e-04	0.00000000e+00
7.15            	1.30564880e-01	4.31146800e-04	7.40520560e-04	3.22419590e-04	0.00000000e+00
7.155           	7.02517870e-02	4.30638080e-04	7.39482020e-04	3.17974270e-04	0.00000000e+00
7.16            	7.03109010e-02	4.30124520e-04	7.38434680e-04	3.23487550e-04	0.00000000e+00
7.165           	1.64390290e-01	4.29606180e-04	7.37378620e-04	3.23737180e-04	0.00000000e+00
7.17            	1.84777250e-01	4.29083030e-04	7.36313790e-04	3.24471550e-04	0.00000000e+00
7.175           	5.28753570e-02	4.28555130e-04	7.35240290e-04	3.18801340e-04	0.00000000e+00
7.18            	7.95222520e-02	4.28022460e-04	7.34158060e-04	3.34754540e-04	0.00000000e+00
7.185           	2.61669230e-01	4.27485090e-04	7.33067200e-04	3.53545580e-04	0.00000000e+00
7.19            	5.62545800e-02	4.26943000e-04	7.31967660e-04	3.34615370e-04	0.00000000e+00
7.195           	1.71656760e-01	4.26396210e-04	7.30859490e-04	3.48987360e-04	0.00000000e+00
7.2             	3.13150680e-01	4.25844740e-04	7.29742670e-04	3.49540940e-04	0.00000000e+00
7.205           	1.37813950e-01	4.25288620e-04	7.28617270e-04	3.49783420e-04	0.00000000e+00
7.21            	1.04254450e-01	4.24727860e-04	7.27483300e-04	3.38748560e-04	0.00000000e+00
7.215           	9.33242500e-02	4.24162500e-04	7.26340770e-04	3.33911100e-04	0.00000000e+00
7.22            	8.19219820e-02	4.23592530e-04	7.25189710e-04	3.46987050e-04	0.00000000e+00
7.225           	9.74659900e-02	4.23018000e-04	7.24030160e-04	3.44872790e-04	0.00000000e+00
7.23            	9.75322430e-02	4.22438900e-04	7.22862100e-04	3.35477390e-04	0.00000000e+00
7.235           	3.94201610e-02	4.21855240e-04	7.21685530e-04	3.43375460e-04	0.00000000e+00
7.24            	6.66218150e-02	4.21267090e-04	7.20500540e-04	3.43770100e-04	0.00000000e+00
7.245           	1.98624350e-01	4.20674400e-04	7.19307090e-04	3.27212200e-04	0.00000000e+00
7.25            	7.01924640e-02	4.20077260e-04	7.18105260e-04	3.21612600e-04	0.00000000e+00
7.255           	1.32488600e-01	4.19475620e-04	7.16895000e-04	3.16532760e-04	0.00000000e+00
7.26            	7.40069950e-02	4.18869570e-04	7.15676410e-04	3.30094590e-04	0.00000000e+00
7.265           	7.62896400e-02	4.18259060e-04	7.14449430e-04	3.25887290e-04	0.00000000e+00
7.27            	1.45868540e-01	4.17644150e-04	7.13214140e-04	3.14945320e-04	0.00000000e+00
7.275           	6.11074520e-02	4.17024860e-04	7.11970570e-04	3.20195400e-04	0.00000000e+00
7.28            	6.32769050e-02	4.16401200e-04	7.10718710e-04	2.97521910e-04	0.00000000e+00
7.285           	8.39114640e-02	4.15773160e-04	7.09458550e-04	3.34033590e-04	0.00000000e+00
7.29            	8.83043370e-02	4.15140820e-04	7.08190200e-04	3.13127470e-04	0.00000000e+00
7.295           	1.03235110e-01	4.14504130e-04	7.06913600e-04	3.07032160e-04	0.00000000e+00
7.3             	4.97648690e-02	4.13863180e-04	7.05628840e-04	3.14219290e-04	0.00000000e+00
7.305           	3.44733660e-02	4.13217940e-04	7.04335910e-04	2.91465740e-04	0.00000000e+00
7.31            	1.98259010e-01	4.12568430e-04	7.03034820e-04	3.24555240e-04	0.00000000e+00
7.315           	9.25651760e-02	4.11914690e-04	7.01725610e-04	3.07084150e-04	0.00000000e+00
7.32            	8.88586830e-02	4.11256710e-04	7.00408270e-04	3.14268020e-04	0.00000000e+00
7.325           	1.50209720e-01	4.10594530e-04	6.99082870e-04	3.19110660e-04	0.00000000e+00
7.33            	2.74061120e-01	4.09928200e-04	6.97749450e-04	3.32773190e-04	0.00000000e+00
7.335           	5.84506400e-02	4.09257670e-04	6.96407970e-04	3.16663070e-04	0.00000000e+00
7.34            	1.98910470e-01	4.08583020e-04	6.95058520e-04	3.14626660e-04	0.00000000e+00
7.345           	9.64550400e-02	4.07904220e-04	6.93701050e-04	3.12365670e-04	0.00000000e+00
7.35            	1.09170560e-01	4.07221310e-04	6.92335640e-04	3.16699650e-04	0.00000000e+00
7.355           	2.56173970e-01	4.06534340e-04	6.90962330e-04	3.11673760e-04	0.00000000e+00
7.36            	1.25578210e-01	4.05843290e-04	6.89581090e-04	3.20987440e-04	0.00000000e+00
7.365           	7.28709620e-02	4.05148180e-04	6.88191970e-04	3.05331810e-04	0.00000000e+00
7.37            	1.63660460e-01	4.04449020e-04	6.86794970e-04	3.15451640e-04	0.00000000e+00
7.375           	9.22988490e-02	4.03745870e-04	6.85390180e-04	3.09804030e-04	0.00000000e+00
7.38            	1.06386230e-01	4.03038720e-04	6.83977580e-04	3.09001630e-04	0.00000000e+00
7.385           	3.32439360e-01	4.02327580e-04	6.82557190e-04	3.16347130e-04	0.00000000e+00
7.39            	1.05778950e-01	4.01612490e-04	6.81129050e-04	3.15999940e-04	0.00000000e+00
7.395           	1.71803070e-01	4.00893440e-04	6.79693150e-04	3.31499610e-04	0.00000000e+00
7.4             	1.13337670e-01	4.00170500e-04	6.78249590e-04	3.18054070e-04	0.00000000e+00
7.405           	9.67538820e-02	3.99443640e-04	6.76798320e-04	3.06907040e-04	0.00000000e+00
7.41            	1.13281080e-01	3.98712890e-04	6.75339420e-04	3.08193020e-04	0.00000000e+00
7.415           	7.76591370e-02	3.97978290e-04	6.73872900e-04	3.08150120e-04	0.00000000e+00
7.42            	8.31844160e-02	3.97239850e-04	6.72398810e-04	2.97179640e-04	0.00000000e+00
7.425           	2.18274130e-01	3.96497560e-04	6.70917110e-04	3.19714880e-04	0.00000000e+00
7.43            	8.63286700e-02	3.95751490e-04	6.69427910e-04	3.08932480e-04	0.00000000e+00
7.435           	5.48175020e-02	3.95001610e-04	6.67931180e-04	3.25099600e-04	0.00000000e+00
7.44            	1.11959080e-01	3.94247960e-04	6.66426960e-04	3.02965770e-04	0.00000000e+00
7.445           	8.84991240e-02	3.93490560e-04	6.64915280e-04	2.91289780e-04	0.00000000e+00
7.45            	2.15620480e-01	3.92729420e-04	6.63396170e-04	2.94696970e-04	0.00000000e+00
7.455           	7.77341260e-02	3.91964570e-04	6.61869650e-04	2.89000160e-04	0.00000000e+00
7.46            	8.54035950e-02	3.91196000e-04	6.60335730e-04	2.79980440e-04	0.00000000e+00
7.465           	1.06981490e-01	3.90423780e-04	6.58794510e-04	2.90677980e-04	0.00000000e+00
7.47            	2.02564690e-01	3.89647870e-04	6.57245920e-04	3.00900590e-04	0.00000000e+00
7.475           	4.21112390e-02	3.88868330e-04	6.55690070e-04	2.61762720e-04	0.00000000e+00
7.48            	6.65493810e-02	3.88085170e-04	6.54126950e-04	2.79856790e-04	0.00000000e+00
7.485           	1.99575770e-01	3.87298410e-04	6.52556610e-04	2.76397960e-04	0.00000000e+00
7.49            	2.49242870e-01	3.86508060e-04	6.50979060e-04	2.80642900e-04	0.00000000e+00
7.495           	6.53422350e-02	3.85714160e-04	6.49394370e-04	2.89761400e-04	0.00000000e+00
7.5             	7.70929830e-02	3.84916680e-04	6.47802480e-04	2.58812250e-04	0.00000000e+00
7.505           	1.78909120e-01	3.84115680e-04	6.46203490e-04	2.59701280e-04	0.00000000e+00
7.51            	5.28559080e-02	3.83311180e-04	6.44597440e-04	2.64205390e-04	0.00000000e+00
7.515           	6.43536800e-02	3.82503160e-04	6.42984290e-04	2.69322540e-04	0.00000000e+00
7.52            	7.18889390e-02	3.81691680e-04	6.41364130e-04	2.62170740e-04	0.00000000e+00
7.525           	7.96450140e-02	3.80876760e-04	6.39737010e-04	2.81450080e-04	0.00000000e+00
7.53            	2.09015280e-01	3.80058370e-04	6.38102870e-04	2.59667950e-04	0.00000000e+00
7.535           	6.73700050e-02	3.79236580e-04	6.36461830e-04	2.70886820e-04	0.00000000e+00
7.54            	2.16885320e-01	3.78411370e-04	6.34813850e-04	2.58793620e-04	0.00000000e+00
7.545           	6.43277590e-02	3.77582780e-04	6.33159010e-04	2.79536190e-04	0.00000000e+00
7.55            	1.82880060e-01	3.76750840e-04	6.31497360e-04	2.54214990e-04	0.00000000e+00
7.555           	7.35910760e-02	3.75915530e-04	6.29828840e-04	2.82170410e-04	0.00000000e+00
7.56            	9.38292960e-02	3.75076900e-04	6.28153560e-04	2.33406910e-04	0.00000000e+00
7.565           	7.13084060e-02	3.74234970e-04	6.26471560e-04	2.42761740e-04	0.00000000e+00
7.57            	1.38710450e-01	3.73389740e-04	6.24782820e-04	2.65610340e-04	0.00000000e+00
7.575           	3.83016800e-02	3.72541220e-04	6.23087360e-04	2.39446370e-04	0.00000000e+00
7.58            	1.78215260e-01	3.71689450e-04	6.21385260e-04	2.62482330e-04	0.00000000e+00
7.585           	2.35739910e-01	3.70834450e-04	6.19676540e-04	2.26794130e-04	0.00000000e+00
7.59            	6.46867670e-02	3.69976240e-04	6.17961260e-04	2.51467020e-04	0.00000000e+00
7.595           	1.48035760e-01	3.69114830e-04	6.16239400e-04	2.10528900e-04	0.00000000e+00
7.6             	1.44046640e-01	3.68250200e-04	6.14510980e-04	2.35231890e-04	0.00000000e+00
7.605           	3.48962600e-02	3.67382420e-04	6.12776080e-04	2.00101470e-04	0.00000000e+00
7.61            	2.54317660e-01	3.66511500e-04	6.11034720e-04	1.97696160e-04	0.00000000e+00
7.615           	5.88629070e-02	3.65637470e-04	6.09286960e-04	1.81199300e-04	0.00000000e+00
7.62            	1.46417710e-01	3.64760300e-04	6.07532750e-04	1.95096760e-04	0.00000000e+00
7.625           	2.49567400e-01	3.63880040e-04	6.05772200e-04	1.87041820e-04	0.00000000e+00
7.63            	1.22739450e-01	3.62996700e-04	6.04005320e-04	1.70777190e-04	0.00000000e+00
7.635           	1.16606770e-01	3.62110330e-04	6.02232170e-04	1.78998790e-04	0.00000000e+00
7.64            	1.04459010e-01	3.61220910e-04	6.00452730e-04	1.75661170e-04	0.00000000e+00
7.645           	6.49594170e-02	3.60328450e-04	5.98667030e-04	1.90990810e-04	0.00000000e+00
7.65            	1.28074060e-01	3.59432990e-04	5.96875150e-04	2.07786400e-04	0.00000000e+00
7.655           	7.54121840e-02	3.58534550e-04	5.95077110e-04	1.78237590e-04	0.00000000e+00
7.66            	2.48170240e-01	3.57633160e-04	5.93272970e-04	1.76412830e-04	0.00000000e+00
7.665           	5.74535150e-02	3.56728790e-04	5.91462690e-04	1.89181150e-04	0.00000000e+00
7.67            	6.65742460e-02	3.55821500e-04	5.89646360e-04	1.90026240e-04	0.00000000e+00
7.675           	2.07584470e-01	3.54911320e-04	5.87824030e-04	1.71887140e-04	0.00000000e+00
7.68            	8.36498610e-02	3.53998220e-04	5.85995700e-04	1.71702440e-04	0.00000000e+00
7.685           	2.01719680e-01	3.53082230e-04	5.84161370e-04	1.85177760e-04	0.00000000e+00
7.69            	1.87991930e-01	3.52163410e-04	5.82321160e-04	1.79256320e-04	0.00000000e+00
7.695           	7.87810660e-02	3.51241730e-04	5.80475050e-04	1.70943260e-04	0.00000000e+00
7.7             	9.37444880e-02	3.50317210e-04	5.78623060e-04	1.78165530e-04	0.00000000e+00
7.705           	9.75640980e-02	3.49389890e-04	5.76765260e-04	1.91152780e-04	0.00000000e+00
7.71            	1.34719740e-01	3.48459780e-04	5.74901690e-04	2.10762140e-04	0.00000000e+00
7.715           	1.31574710e-01	3.47526910e-04	5.73032370e-04	1.83221450e-04	0.00000000e+00
7.72            	5.19758940e-02	3.46591300e-04	5.71157370e-04	1.78434830e-04	0.00000000e+00
7.725           	7.56263400e-02	3.45652930e-04	5.69276670e-04	1.60148670e-04	0.00000000e+00
7.73            	1.09855550e-01	3.44711830e-04	5.67390290e-04	2.10850350e-04	0.00000000e+00
7.735           	1.28996330e-01	3.43768040e-04	5.65498330e-04	1.94208120e-04	0.00000000e+00
7.74            	5.74984800e-02	3.42821560e-04	5.63600810e-04	2.04087060e-04	0.00000000e+00
7.745           	4.23474040e-02	3.41872440e-04	5.61697780e-04	1.54824460e-04	0.00000000e+00
7.75            	9.76010910e-02	3.40920660e-04	5.59789240e-04	1.54210830e-04	0.00000000e+00
7.755           	9.87945840e-02	3.39966240e-04	5.57875230e-04	1.74401340e-04	0.00000000e+00
7.76            	3.32837900e-01	3.39009190e-04	5.55955760e-04	2.05580510e-04	0.00000000e+00
7.765           	6.81377260e-02	3.38049550e-04	5.54030930e-04	2.05161070e-04	0.00000000e+00
7.77            	8.43246060e-02	3.37087340e-04	5.52100750e-04	2.13179190e-04	0.00000000e+00
7.775           	1.07542180e-01	3.36122580e-04	5.50165290e-04	1.99010060e-04	0.00000000e+00
7.78            	1.21285520e-01	3.35155250e-04	5.48224500e-04	2.04992370e-04	0.00000000e+00
7.785           	9.22801160e-02	3.34185400e-04	5.46278490e-04	1.56672300e-04	0.00000000e+00
7.79            	1.09330910e-01	3.33213060e-04	5.44327310e-04	1.26769190e-04	0.00000000e+00
7.795           	1.53694370e-01	3.32238200e-04	5.42370920e-04	1.29325610e-04	0.00000000e+00
7.8             	2.57577590e-01	3.31260890e-04	5.40409440e-04	1.81438400e-04	0.00000000e+00
7.805           	1.38037060e-01	3.30281120e-04	5.38442850e-04	1.90334980e-04	0.00000000e+00
7.81            	1.49496250e-01	3.29298900e-04	5.36471210e-04	1.84259880e-04	0.00000000e+00
7.815           	6.72327760e-02	3.28314230e-04	5.34494520e-04	1.53433640e-04	0.00000000e+00
7.82            	9.21447720e-02	3.27327170e-04	5.32512880e-04	1.50914320e-04	0.00000000e+00
7.825           	1.98250260e-01	3.26337730e-04	5.30526300e-04	2.02765550e-04	0.00000000e+00
7.83            	7.16198220e-02	3.25345910e-04	5.28534820e-04	1.97284000e-04	0.00000000e+00
7.835           	9.66207800e-02	3.24351760e-04	5.26538500e-04	1.52519860e-04	0.00000000e+00
7.84            	1.53615370e-01	3.23355240e-04	5.24537320e-04	1.71934980e-04	0.00000000e+00
7.845           	7.42072550e-02	3.22356410e-04	5.22531360e-04	1.76286420e-04	0.00000000e+00
